"x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87","CLIMBACH","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"88","COLMAR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"89","CRASTATT","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","3","0","0","0","3","0","3","1","0","1","3","0","3","1","0","0","3","0","3","1","0","0","1","1","1","2","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","2","0","4"
"90","CROETTWILLER","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"91","DACHSTEIN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","3","0","0","1","0","0","0","2","1","0","0","1","1","1","0","1","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"92","DALHUNDEN","0","0","0","0","0","1","1","1","0","0","1","1","0","0","0","0","0","0","1","1","0","2","3","4","0","0","0","0","1","0","0","0","1","0","1","0","3","0","2","0","6","0","0","0","0","1","0","1","0","0","1","0","1","0","0","0","1","0","1","1","2","0","0","0","2","0","0","0","0","1","1","2"
"93","DAMBACH","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","1","0","1","0","1","0","1","1","2","1","1","0","0","0","1","0","0","0","1","0","1","2","0","0","0","1","1","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","2","0","3","0"
"94","DAMBACH LA VILLE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"95","DANNEMARIE","1","0","1","0","2","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","2","0","2","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","1","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","1","0"
"96","DAUENDORF","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"97","DESSENHEIM","0","2","0","1","0","5","0","2","1","2","1","4","1","0","1","3","2","3","1","0","2","0","3","0","1","0","4","1","7","1","1","1","2","2","4","3","2","0","5","1","7","1","0","0","1","3","1","3","1","0","5","4","7","4","0","1","1","1","2","4","0","0","2","1","4","1","1","1","2","2","3","4"
"98","DETTWILLER","0","0","10","8","10","8","1","1","5","6","7","10","2","1","7","7","10","9","1","2","10","10","11","12","0","0","13","4","13","5","1","2","12","13","14","15","5","0","11","13","16","13","0","0","6","4","6","6","0","1","9","7","11","8","0","0","9","10","9","11","0","0","5","4","6","5","0","2","16","11","16","15"
"99","DIDENHEIM","0","0","1","0","1","0","0","0","2","0","2","0","0","0","2","1","2","1","0","0","2","1","3","2","0","0","2","0","2","0","0","1","3","3","3","4","0","0","3","0","4","0","0","0","0","1","0","2","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","2"
"100","DIEBOLSHEIM","0","1","0","1","0","2","1","0","0","0","1","0","0","1","0","1","0","2","0","1","0","0","0","1","0","0","1","0","1","0","0","0","1","1","1","1","1","0","1","0","2","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","1"
"101","DIEFFENBACH LES WOERTH","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"102","DIEFFENTHAL","2","2","11","11","15","14","0","0","12","6","13","7","2","2","8","3","10","6","6","0","7","9","13","10","0","1","9","7","11","9","2","3","11","11","13","15","2","1","12","6","17","10","1","0","7","8","9","10","2","1","7","3","10","4","3","1","12","10","15","11","1","2","10","7","12","9","1","4","5","5","7","10"
"103","DIETWILLER","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"104","DINGSHEIM","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","1","0","0","0","0","0","0"
"105","DINSHEIM","0","0","2","1","2","2","0","0","3","1","3","1","0","0","2","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","6","1","6","2","1","0","0","2","1","3","0","1","1","0","1","1","0","0","2","0","3","2","0","0","2","2","3","2","0","0","3","0","6","0","0","1","0","0","0","1"
"106","DINSHEIM SUR BRUCHE","0","0","4","4","4","5","1","0","2","0","3","1","0","0","1","0","1","0","0","0","1","2","1","3","0","0","2","0","2","0","1","0","1","0","3","0","2","0","2","0","4","0","1","0","0","0","1","0","0","0","4","1","4","1","0","1","0","2","0","3","0","0","1","0","1","0","0","0","0","0","1","2"
"107","DOLLEREN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0"
"108","DORLISHEIM","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","1","1","1","1","0","0","1","1","1","1","0","0","0","0","0","0","0","0","1","1","1","1"
"109","DOSSENHEIM SUR ZINSEL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"110","DRACHENBRONN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"111","DRACHENBRONN BIRLENBACH","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"112","DRUSENHEIM","1","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","2","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","2","0","1","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","1","0","0","0","1","0","0","0","0","0","0","0"
"113","DUPPIGHEIM","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"114","DURMENACH","0","0","0","2","0","4","0","0","0","0","1","2","0","0","3","1","3","1","0","0","2","4","4","5","0","0","0","1","0","2","0","0","2","2","2","2","1","0","1","2","2","2","1","1","5","1","6","2","0","0","5","0","7","2","2","0","2","1","5","2","1","0","5","3","7","4","0","0","1","3","3","6"
"115","DURNINGEN","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","2","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","6","1","0","0","0","0","0","1","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1"
"116","DURRENBACH","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"117","DURRENENTZEN","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","4","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","2","0","0","1","0","1","0","0","0","0","0","0","0"
"118","DUTTLENHEIM","3","1","2","3","6","4","2","0","2","2","4","2","1","0","0","1","1","1","0","0","3","3","4","3","0","1","0","1","0","2","0","0","3","2","4","2","0","0","2","1","3","1","1","0","2","2","4","3","3","0","3","1","7","2","1","0","1","0","3","1","0","1","0","0","1","2","0","0","2","3","2","4"
"119","EBERSHEIM","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","4"
"120","EBERSMUNSTER","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"121","ECKBOLSHEIM","0","1","0","0","0","1","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","1","1","1","0","1","0","0","0","1","1","0","0","0","1","0","0","0","1","0","1","1","0","0","1","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","1","0","1"
"122","EGUISHEIM","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"123","ELSENHEIM","0","0","0","0","0","0","0","0","0","2","0","2","0","0","2","1","2","1","1","0","3","0","4","0","0","0","1","0","1","0","1","0","2","1","3","1","0","0","1","0","1","1","0","0","3","1","3","3","0","0","1","0","1","0","0","0","1","2","1","2","0","1","0","3","0","4","0","0","1","3","1","4"
"124","EMLINGEN","1","2","8","11","15","20","1","1","9","3","12","12","0","1","8","3","9","6","1","0","17","18","20","19","2","4","9","8","14","14","1","0","5","4","6","8","1","1","14","9","22","15","2","0","16","15","24","19","0","0","14","5","17","7","1","1","9","4","14","5","4","2","7","7","18","15","2","0","7","8","12","9"
"125","ENGWILLER","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"126","ENSISHEIM","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"127","EPFIG","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"128","ERNOLSHEIM BRUCHE","2","1","4","5","7","6","1","1","9","6","11","10","0","1","9","5","10","7","1","0","4","2","6","10","5","2","10","4","19","11","1","1","10","7","16","10","0","1","9","12","13","16","0","1","9","11","9","15","0","1","6","18","8","21","0","0","8","7","9","8","0","2","7","6","9","12","2","2","11","15","16","19"
"129","ERSTEIN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","1","1","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0"
"130","ESCHAU","4","2","10","7","14","9","3","1","8","5","11","6","3","0","6","5","12","7","3","0","13","4","18","6","1","1","13","9","14","10","1","1","15","5","19","7","2","1","10","8","14","11","0","2","10","8","11","13","0","0","9","6","9","7","5","3","11","5","17","10","1","0","8","2","9","2","5","3","12","6","17","9"
"131","ESCHBACH AU VAL","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"132","ETTENDORF","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1"
"133","FEGERSHEIM","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"134","FELDKIRCH","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"135","FESSENHEIM","0","0","2","0","3","0","0","0","1","0","1","0","1","0","1","0","2","0","1","0","2","1","3","2","0","0","2","1","3","1","0","1","3","1","3","4","0","0","1","1","1","1","1","0","1","1","2","1","1","1","1","1","2","2","0","1","2","3","3","5","0","0","1","1","1","2","0","0","2","2","4","3"
"136","FISLIS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"137","FLAXLANDEN","0","0","1","0","1","0","0","0","1","2","1","2","0","0","1","4","1","4","1","0","0","0","1","1","1","0","1","0","2","1","0","0","0","2","0","3","0","0","2","2","2","2","0","0","1","1","1","1","1","0","3","1","6","2","2","0","2","0","7","0","0","1","1","0","2","2","0","0","1","1","1","2"
"138","FOLGENSBOURG","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","1","1","1","0","0","0","1","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"139","FORSTFELD","0","1","1","1","1","2","1","0","2","2","3","2","0","0","4","1","4","2","0","1","2","2","2","3","0","0","3","3","4","3","0","0","3","2","4","2","1","0","3","1","4","1","0","0","3","1","3","1","0","0","2","0","2","0","0","0","2","2","2","2","0","0","2","3","2","3","0","0","5","5","5","5"
"140","FORSTHEIM","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","3","0","0","0","0","1","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"141","FORT LOUIS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"142","FORTSCHWIHR","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"143","FOUCHY","1","0","2","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","1","4","2","0","0","2","3","2","3","0","0","7","5","7","5","0","0","3","6","5","7","0","1","4","4","4","6","0","0","4","4","4","5","0","0","4","1","6","1","0","1","1","2","2","3","1","0","3","1","4","1"
"144","FRELAND","1","1","8","7","12","12","5","5","4","7","10","16","0","1","5","8","6","10","3","0","8","12","15","13","2","0","8","7","14","8","2","0","11","3","15","9","0","2","12","6","14","10","2","1","7","5","13","10","3","2","12","14","20","19","3","4","7","6","11","14","2","2","5","4","9","10","4","1","2","6","10","10"
"145","FRIESEN","0","0","0","0","0","0","0","0","1","2","1","3","1","0","0","0","1","0","0","0","1","0","1","0","0","2","1","0","2","3","0","0","0","1","1","1","0","1","0","2","0","5","0","0","0","0","1","0","0","0","1","0","1","0","1","0","1","0","3","0","0","0","2","0","2","0","0","0","0","0","1","0"
"146","FRIESENHEIM","1","3","7","4","13","9","0","1","6","2","9","8","1","1","8","3","9","6","1","0","4","5","5","9","2","2","7","3","12","8","4","0","9","5","17","7","1","1","9","2","12","5","0","2","5","6","8","10","2","0","7","2","11","3","1","2","11","2","13","6","3","0","4","7","9","11","0","2","12","0","15","3"
